,code,lat,lon,name,city,state,country,woeid,tz,phone,type,email,url,runway_length,elev,icao,direct_flights,carriers
150,APK,-8.64687,-131.787,French Polynesia,Apataki,BLANK,French Polynesia,23424817,Pacific/Midway,0,Airports,BLANK,BLANK,2756.0,3.0,NTGD,2,1
151,APL,-15.1,39.2814,Nampula Airport,Nampula,Nampula,Mozambique,12515027,Africa/Maputo,0,Airports,BLANK,BLANK,6562.0,1457.0,FQNP,5,2
152,APN,45.07,-83.5683,Alpena County Regional Airport,Alpena,Michigan,United States,12518585,America/New_York,0,Airports,BLANK,BLANK,9001.0,689.0,KAPN,2,4
153,APO,7.88361,-76.6321,Apartado Airport,Apartadó,Antioquia,Colombia,12523474,America/Bogota,0,Airports,BLANK,BLANK,,,BLANK,1,3
154,APW,-13.8255,-171.993,Faleolo Airport,Apia,A`ana,Samoa,12523066,Pacific/Apia,0,Airports,BLANK,BLANK,8858.0,58.0,NSFA,7,6
155,AQG,30.5167,117.033,Anqing Airport,Anqing,Anhui,China,12523067,Asia/Shanghai,0,Airports,BLANK,BLANK,,,ZSAQ,2,2
156,AQI,28.3317,46.13,Hafr Al Batin Airport,Qaisumah,BLANK,Saudi Arabia,12517338,Asia/Riyadh,0,Airports,BLANK,BLANK,7054.0,1175.0,BLANK,2,1
157,AQJ,29.6119,35.0178,Aqaba International Airport,Aqaba,Al `Aqabah,Jordan,12514051,Asia/Amman,0,Airports,BLANK,BLANK,9843.0,174.0,OJAQ,10,5
158,AQP,-16.3372,-71.5692,Rodriguez Ballon Airport,Arequipa,Arequipa,Peru,12515218,America/Lima,0,Airports,BLANK,BLANK,9777.0,8365.0,SPQU,3,6
159,ARC,68.1167,-145.583,Arctic Village Airport,Arctic Village,Alaska,United States,12524562,America/Anchorage,0,Airports,BLANK,BLANK,4450.0,2086.0,PARC,3,3
160,ARD,35.1437,-93.1848,Alor Island,Alor Island,BLANK,Indonesia,23424846,Asia/Jakarta,0,Airports,BLANK,BLANK,2952.0,39.0,BLANK,1,1
161,ARH,64.4465,40.4242,Arkhangelsk Airport,Arkhangel'sk,Arkhangelrskaya Oblast,Russia,12515724,Europe/Moscow,0,Airports,BLANK,BLANK,,,ULAA,13,5
162,ARI,-18.3458,-70.3358,Chacalluta Airport,Arica,Tarapaca,Chile,12512313,America/Santiago,0,Airports,BLANK,BLANK,7119.0,180.0,SCAR,3,4
163,ARK,-3.36515,36.6738,Arusha Airport,Arusha,Arusha,Tanzania,24554855,Africa/Dar_es_Salaam,0,Airports,BLANK,BLANK,,,HTAR,1,2
164,ARM,-30.5308,151.618,Armidale Airport,Armidale,New South Wales,Australia,12510590,Australia/Sydney,0,Airports,BLANK,BLANK,5702.0,3556.0,YARM,1,1
165,ARN,59.6521,17.9317,Arlanda Airport,Märst,Stockholm,Sweden,12517610,Europe/Stockholm,+46 8 797 6000,Airports,BLANK,http://www.arlanda.se,10827.0,123.0,ESSA,126,76
166,ART,43.9942,-76.0232,Watertown International Airport,Dexter,New York,United States,12522348,America/New_York,0,Airports,BLANK,BLANK,5000.0,325.0,KART,1,1
167,ARU,-21.1436,-50.4261,Aracatuba Airport,Araçatuba,Sao Paulo,Brazil,12511026,America/Sao_Paulo,0,Airports,BLANK,BLANK,6955.0,1358.0,SBAU,2,1
168,ARV,45.9296,-89.7371,Lakelan-Noble F. Lee Memerial Field Airport,Woodruff,Wisconsin,United States,12521141,America/Chicago,0,Airports,BLANK,BLANK,5000.0,1628.0,KARV,2,1
169,ARW,46.1805,21.2609,Ceala Airport,Arad,Arad,Romania,12515518,Europe/Bucharest,0,Airports,BLANK,http://www.aeroportularad.ro/index_en.html,6562.0,351.0,LRAR,5,1
170,ASA,31.4124,-97.0528,Assab,Assab,BLANK,Ethiopia,23424808,Africa/Addis_Ababa,0,Airports,BLANK,BLANK,7546.0,46.0,HHSB,1,1
171,ASB,37.9842,58.3294,Ashkhabad Northwest Airport,Ashgabat,Ashkhabad,Turkmenistan,12517960,Asia/Ashgabat,0,Airports,BLANK,BLANK,9842.0,689.0,UTAA,15,8
172,ASD,24.6978,-77.7961,Andros Town Airport,Fresh Creek,Central Andros,Bahamas,12510859,America/Nassau,0,Airports,BLANK,BLANK,4000.0,5.0,MYAF,1,1
173,ASE,39.2197,-106.864,Aspen Pitkin County Airport-Sardy Field,Aspen,Colorado,United States,12518679,America/Denver,0,Airports,BLANK,BLANK,7003.0,7815.0,KASE,5,5
174,ASF,46.2971,48.0515,Astrakhan Southeast Airport,Astrakhan',Astrakhanskaya Oblast,Russia,12515745,Europe/Samara,0,Airports,BLANK,BLANK,,,URWA,7,7
175,ASI,-7.93586,-14.4081,Wideawake Fld,"Georgetown, Ascension Island",Ascension,St. Helena,12466481,Atlantic/St_Helena,0,Airports,BLANK,BLANK,,,FHAW,2,1
176,ASJ,28.431,129.712,Amami Airport,Amami O Shima,Mie Prefecture,Japan,12513942,Asia/Tokyo,0,Airports,BLANK,BLANK,4070.0,59.0,RJKA,3,2
177,ASM,15.2906,38.9103,Yohannes Iv International Airport,Asmara,Maekel,Eritrea,12512750,Africa/Asmara,0,Airports,BLANK,BLANK,9843.0,7661.0,HHAS,9,7
178,ASO,10.0611,34.5344,Ethiopia,Asosa,Welega,Ethiopia,23424808,Africa/Addis_Ababa,0,Airports,BLANK,BLANK,3346.0,5260.0,HASO,1,1
179,ASP,-23.802,133.892,Alice Springs Airport,Alice Springs,Northern Territory,Australia,12510584,Australia/Darwin,0,Airports,BLANK,BLANK,8000.0,1789.0,YBAS,8,3
180,ASR,38.7708,35.4939,Erkilet Airport,Kayseri,Kayseri,Turkey,12517886,Europe/Istanbul,0,Airports,BLANK,BLANK,5500.0,3571.0,LTAU,7,2
181,ASU,-25.2397,-57.5189,Silvio Pettirossi International Airport,Colonia Mariano Roque Alonso,Central,Paraguay,12515187,America/Asuncion,0,Airports,BLANK,BLANK,11000.0,292.0,SGAS,9,8
182,ASV,-2.63333,37.25,Amboseli,Amboseli,Rift Valley,Kenya,1528663,Africa/Nairobi,0,Airports,BLANK,BLANK,3281.0,3755.0,HKAM,1,1
183,ASW,23.965,32.8217,Aswan Airport,Aswan,Aswan,Egypt,12512666,Africa/Cairo,0,Airports,BLANK,BLANK,11155.0,656.0,HESN,5,1
184,ATB,17.7,33.9833,Atbara,Atbara,Nahr an Nil,Sudan,1431005,Africa/Khartoum,0,Airports,BLANK,BLANK,5905.0,1181.0,HSAT,1,1
185,ATC,24.6287,-75.6734,Arthur's Town Airport,Arthur Town,Cat Island,Bahamas,12524017,America/Nassau,0,Airports,BLANK,BLANK,,,MYCA,1,1
186,ATD,-8.86667,161.033,Atoifi,Atoifi,Malaita,Solomon Islands,1020493,Pacific/Noumea,0,Airports,BLANK,BLANK,1968.0,,BLANK,1,1
187,ATH,37.8937,23.7235,Eleftherios Venizelos International Airport,Athens,Attiki,Greece,12513286,Europe/Athens,0030 210 353 0001,Airports,BLANK,http://www.aia.gr,13123.0,308.0,LGAV,117,81
188,ATK,70.4639,-157.331,Atqasuk Airport,Atqasuk,Alaska,United States,12524564,America/Anchorage,0,Airports,BLANK,BLANK,1250.0,65.0,PATQ,2,1
189,ATL,33.6558,-84.4333,Hartsfield-Jackson Atlanta International Airport,Atlanta,Georgia,United States,12522118,America/New_York,(654) 57 8833,Airports,BLANK,http://www.atlanta-airport.com/,11889.0,1026.0,KATL,253,60
190,ATM,-3.2506,-52.2517,Altamira Airport,Altamira,Para,Brazil,12511018,America/Manaus,0,Airports,BLANK,BLANK,6572.0,367.0,SBHT,2,1
191,ATQ,31.7131,74.7955,Raja Sansi Airport,Raja Sansi,Punjab,India,12513536,Asia/Kolkata,0,Airports,BLANK,BLANK,9250.0,754.0,VIAR,10,10
192,ATR,20.5067,-13.0436,Atar Airport,Atar,Adrar,Mauritania,12514800,Africa/Nouakchott,0,Airports,BLANK,BLANK,9843.0,758.0,GQPA,2,1
193,ATT,60.865,-162.276,Atmautluak Airport,Atmautluak,Alaska,United States,12524566,America/Anchorage,0,Airports,BLANK,BLANK,2250.0,17.0,BLANK,3,3
194,ATW,44.2603,-88.5111,Outagamie County Airport,Appleton,Wisconsin,United States,12521262,America/Chicago,0,Airports,BLANK,http://www.atwairport.com/,7001.0,918.0,KATW,8,11
195,ATY,44.9216,-97.1609,Watertown Municipal Airport,Watertown,South Dakota,United States,12522349,America/Chicago,0,Airports,BLANK,BLANK,6895.0,1748.0,KATY,3,4
196,ATZ,27.0411,31.0114,Asyut Airport,Asyut,Asyut,Egypt,12512667,Africa/Cairo,0,Airports,BLANK,BLANK,9843.0,774.0,HEAT,5,5
197,AUA,12.5022,-70.0139,Reina Beatrix International Airport,Aruba,BLANK,Aruba,12510298,America/Aruba,0,Airports,BLANK,http://www.airportaruba.com,9000.0,59.0,TNCA,25,24
198,AUC,7.0703,-70.7406,Santiago Perez Airport,Arauca,Caldas,Colombia,12512414,America/Bogota,0,Airports,BLANK,BLANK,6888.0,400.0,SKUC,2,2
199,AUG,44.3181,-69.7933,Augusta State Airport,Augusta,Maine,United States,12518700,America/New_York,0,Airports,BLANK,BLANK,5140.0,353.0,KAUG,3,1
200,AUH,24.4331,54.6489,Abu Dhabi International Airport,Abu Dhabi,Abu Dhabi,United Arab Emirates,12517727,Asia/Dubai,+971 2-5757500,Airports,BLANK,http://www.dcaauh.gov.ae/english/abudhabi/introduction.htm#,10499.0,15.0,OMAA,76,45
201,AUK,62.6833,-164.633,Alakanuk Airport,Alakanuk,Alaska,United States,12524567,America/Anchorage,0,Airports,BLANK,BLANK,2400.0,10.0,BLANK,3,2
202,AUQ,-9.7719,-139.015,Atuona Airport,Atuona,Marquesas Islands,French Polynesia,12523068,Pacific/Midway,0,Airports,BLANK,BLANK,3691.0,1473.0,BLANK,4,1
203,AUR,44.8984,2.41982,Aurillac Airport,Aurillac,Auvergne,France,12512848,Europe/Paris,0,Other Airport,BLANK,BLANK,5577.0,2096.0,LFLW,1,1
204,AUS,30.2027,-97.6653,Austin-Bergstrom International Airport,Austin,Texas,United States,23418445,America/Chicago,0,Airports,BLANK,http://www.abia.org/,12248.0,542.0,KAUS,50,37
205,AUX,-7.2281,-48.2403,Araguaina Airport,Araguaina,Norte,Brazil,12511029,America/Araguaina,0,Airports,BLANK,BLANK,5905.0,771.0,BLANK,3,2
206,AUY,-20.1909,169.825,Vanuatu,Aneityum,Tafea,Vanuatu,23424907,Pacific/Efate,0,Airports,BLANK,BLANK,2001.0,10.0,BLANK,1,1
207,AVL,35.4349,-82.5373,Asheville Regional Airport,Fletcher,North Carolina,United States,12518672,America/New_York,0,Airports,BLANK,http://www.flyavl.com/,8001.0,2165.0,KAVL,7,10
208,AVN,43.9056,4.89951,Avignon-Caumont Airport,Avignon,Provence-alpes-cote d'Azur,France,12523803,Europe/Paris,0,Airports,BLANK,BLANK,4593.0,118.0,LFMV,4,2
209,AVP,41.3354,-75.7294,Wilkes Barre Scranton International Airport,Pittston,Pennsylvania,United States,12522441,America/New_York,0,Airports,BLANK,BLANK,7501.0,957.0,KAVP,8,8
210,AVU,-9.85,160.417,Avu Avu,Avu Avu,Guadalcanal,Solomon Islands,1020506,Pacific/Guadalcanal,0,Airports,BLANK,BLANK,2210.0,8.0,BLANK,1,1
211,AVV,-38.0408,144.468,Avalon Airport,Lara,Victoria,Australia,12510591,Australia/Melbourne,0,Other Airport,BLANK,BLANK,10000.0,34.0,YMAV,4,2
212,AWB,-8.01667,142.75,Awaba,Awaba,BLANK,Papua New Guinea,23424926,Pacific/Port_Moresby,0,Airports,BLANK,BLANK,2300.0,,BLANK,2,1
213,AWD,-19.2501,169.598,Aniwa Airport,Aniwa,Tafea,Vanuatu,12515050,Pacific/Efate,0,Airports,BLANK,BLANK,3085.0,69.0,NVVB,1,1
214,AWZ,31.3378,48.7597,Ahvaz Airport,Ahvaz,Khuzestan,Iran,12513699,Asia/Tehran,0,Airports,BLANK,BLANK,11100.0,60.0,OIAW,7,6
215,AXA,18.2103,-63.0575,Wallblake Airport,Anguilla,The Valley,Anguilla,12510830,America/Anguilla,0,Airports,BLANK,BLANK,3600.0,108.0,TQPF,5,4
216,AXD,40.8567,25.9567,Alexandroupolis Airport,Alexandroupolis,Anatoliki Makedonia,Greece,12513282,Europe/Athens,0,Airports,BLANK,BLANK,8530.0,24.0,LGAL,2,2
217,AXM,4.4564,-75.7681,El Eden Airport,La Tebaida,Quindio,Colombia,12512374,America/Bogota,0,Airports,BLANK,BLANK,7825.0,3960.0,SKAR,2,4
218,AXP,22.4441,-73.9775,Spring Point Airport,Spring Point,Acklins,Bahamas,12510881,America/Nassau,0,Airports,BLANK,BLANK,5000.0,11.0,MYAP,2,1
219,AXR,-15.5098,-146.538,French Polynesia,Arutua,Tuamotu-Gambier,French Polynesia,23424817,Pacific/Midway,0,Airports,BLANK,BLANK,2230.0,7.0,NTGU,4,1
220,AXT,39.6153,140.219,Akita Airport,Akita-shi,Akita Prefecture,Japan,12513940,Asia/Tokyo,0,Airports,BLANK,BLANK,8200.0,313.0,RJSK,7,5
221,AXU,14.147,38.7726,Axum,Axum,Tigray,Ethiopia,1313280,Africa/Addis_Ababa,0,Airports,BLANK,BLANK,5347.0,7000.0,HAAX,3,1
222,AYQ,-25.1872,130.977,Ayers Rock Airport,Ayers Rock,Northern Territory,Australia,12510821,Australia/Darwin,0,Airports,BLANK,BLANK,6560.0,1626.0,YAYE,5,2
223,AYT,36.9022,30.7917,Antalya Airport,Antalya,Antalya,Turkey,12517869,Europe/Istanbul,0,Airports,BLANK,BLANK,11243.0,167.0,LTAI,51,24
224,AZA,33.3078,-111.656,Phoenix-Mesa Gateway Airport,Phoenix,Arizona,United States,2449808,America/Phoenix,0,Airports,BLANK,http://www.flywga.org/,10.0,1.0,KIWA,8,1
225,AZD,31.905,54.2786,Yazd Airport,Yezd,Yazd,Iran,12513771,Asia/Tehran,0,Airports,BLANK,BLANK,8530.0,4066.0,OIYY,2,3
226,AZN,40.7324,72.2931,Andizhan Airport,Andijon,Andijon,Uzbekistan,12522576,Asia/Tashkent,0,Airports,BLANK,BLANK,,,UTKA,8,2
227,AZO,42.2398,-85.5563,Kalamazoo-Battle Creek International Airport,Kalamazoo,Michigan,United States,12520414,America/New_York,0,Airports,BLANK,BLANK,6499.0,874.0,KAZO,5,12
228,AZR,27.8378,-0.1864,Touat Airport,Adrar,Adrar,Algeria,12510355,Africa/Algiers,0,Airports,BLANK,BLANK,9843.0,915.0,DAUA,1,1
229,AZS,19.2099,-69.3279,Samana El Catey International Airport,Samana,Samana,Dominican Republic,76414,America/Santo_Domingo,0,Airports,BLANK,BLANK,,,MDEP,6,6
230,BAG,16.3764,120.619,Baguio Airport,Baguio City,Cordillera Administrative Region,Philippines,12515596,Asia/Manila,0,Airports,BLANK,BLANK,5512.0,4239.0,RPUB,1,1
231,BAH,26.2736,50.6234,Bahrain International Airport,Al Muharraq,Al Manamah,Bahrain,23388208,Asia/Bahrain,+973 1732 1997,Airports,BLANK,http://www.bahrainairport.com/bia/index_bia.htm,13002.0,6.0,OBBI,56,49
232,BAL,37.93,41.1167,Batman Airport,Batman,Batman,Turkey,12517873,Europe/Istanbul,0,Airports,BLANK,BLANK,10005.0,1819.0,LTCJ,2,1
233,BAQ,10.8961,-74.7789,Ernesto Cortissoz Airport,Soledad,Atlantico,Colombia,12512376,America/Bogota,0,Airports,BLANK,BLANK,9843.0,94.0,SKBQ,15,9
234,BAS,-7.98333,155.9,Balalae,Balalae,Western,Solomon Islands,1020484,Pacific/Noumea,0,Airports,BLANK,BLANK,3280.0,5.0,BLANK,1,1
235,BAU,-22.345,-49.0531,Bauru Airport,Bauru,Sao Paulo,Brazil,12511049,America/Sao_Paulo,0,Airports,BLANK,BLANK,4921.0,2018.0,SBBU,3,1
236,BAV,40.5679,109.998,Baotou Airport,Baotou,Nei Mongol,China,12511987,Asia/Shanghai,0,Airports,BLANK,BLANK,,,BLANK,8,7
237,BAX,53.3667,83.75,Barnaui West Airport,Barnaul,Altayskiy Kray,Russia,12515778,Asia/Krasnoyarsk,0,Airports,BLANK,BLANK,,,KBAX,11,7
238,BAY,47.6589,23.465,Baia Mare,Baia Mare,BLANK,Romania,866625,Europe/Bucharest,0,Airports,BLANK,BLANK,4593.0,604.0,LRBM,2,2
239,BBA,-45.9167,-71.6869,Balmaceda Airport,Balmaceda,Aisen del General Carlos Ibanez ,Chile,12512305,America/Santiago,0,Airports,BLANK,BLANK,6883.0,1713.0,BLANK,4,3
240,BBI,20.2466,85.8152,Bhubaneswar Airport,Bhubaneswar,Orissa,India,12513553,Asia/Kolkata,0,Airports,BLANK,BLANK,5850.0,146.0,VEBS,5,5
241,BBK,-17.8333,25.1667,Kasane Airport,Kasane,Chobe,Botswana,12523069,Africa/Gaborone,0,Airports,BLANK,BLANK,3150.0,3060.0,FBKE,1,1
242,BBN,3.73333,115.467,Bario Airport,Nanga Medamit,Sarawak,Malaysia,12523070,Asia/Kuala_Lumpur,0,Airports,BLANK,BLANK,2100.0,3480.0,BLANK,2,1
243,BBO,10.3917,44.95,Berbera Airport,Berbera,Woqooyi Galbeed,Somalia,12517527,Africa/Mogadishu,0,Airports,BLANK,BLANK,13615.0,30.0,BLANK,3,1
244,BBS,51.3252,-0.84173,Blackbushe Airport,Camberley,England,United Kingdom,12518042,Europe/London,+44 (0) 1252 879449,Airports,BLANK,http://www.blackbusheairport.co.uk,4436.0,329.0,BLANK,1,1
245,BBU,44.4966,26.087,Aeroportul National Bucuresti-Baneasa,Bucharest,Bucuresti,Romania,23388350,Europe/Bucharest,+40 21 232 0020,Airports,BLANK,BLANK,7218.0,295.0,LRBS,32,5
246,BCA,20.3644,-74.5064,Baracoa Airport,Baracoa,Guantanamo,Cuba,12512452,America/Havana,0,Airports,BLANK,BLANK,5906.0,38.0,BLANK,1,1
247,BCD,10.6444,122.929,Bacolod Airport,Bacolod City,Western Visayas,Philippines,12515595,Asia/Manila,0,Airports,BLANK,BLANK,5932.0,20.0,RPVB,2,3
248,BCI,-23.5635,145.305,Barcaldine Aerodrome,Barcaldine,Queensland,Australia,12510599,Australia/Lindeman,0,Airports,BLANK,BLANK,4510.0,878.0,YBAR,2,1
249,BCL,10.7856,-83.5966,Barra Colorado Airport,Colorado,Limon,Costa Rica,12524312,America/Costa_Rica,0,Airports,BLANK,BLANK,2296.0,10.0,BLANK,1,2
250,BCM,46.5283,26.8997,Luizi Calugara Airport,Bacæu,Bacau,Romania,12515549,Europe/Bucharest,0,Airports,BLANK,BLANK,,,LRBC,4,3
251,BCN,41.3006,2.07976,Barcelona International Airport,El Prat de Llobregat,Catalonia,Spain,22411879,Europe/Madrid,0,Airports,BLANK,http://www.aena.es,11001.0,15.0,LEBL,145,90
252,BDA,32.3675,-64.6903,Bermuda International Airport,St. George,Pembroke,Bermuda,12523071,Atlantic/Bermuda,0,Airports,BLANK,BLANK,9713.0,12.0,TXKF,13,12
253,BDB,-24.9046,152.322,Bundaberg Airport,Bundaberg,Queensland,Australia,12510621,Australia/Brisbane,0,Airports,BLANK,BLANK,5030.0,107.0,BLANK,1,1
254,BDD,-10.1214,142.142,Badu Island Airport,Badu Island,Queensland,Australia,12510593,Australia/Brisbane,0,Airports,BLANK,BLANK,,,BLANK,2,1
255,BDH,26.5333,54.8239,Bandar Lengeh Airport,Bandar Abbas,Hormozgan,Iran,12513704,Asia/Tehran,0,Airports,BLANK,BLANK,6650.0,33.0,BLANK,1,1
256,BDJ,-3.4425,114.757,Syamsuddin Noor Airport,Banjarmasin,Kalimantan Selatan,Indonesia,12513514,Asia/Jakarta,0,Airports,BLANK,BLANK,6135.0,69.0,WRBB,3,6
257,BDL,41.9271,-72.6816,Bradley International Airport,Windsor Locks,Connecticut,United States,12518915,America/New_York,0,Airports,BLANK,BLANK,9502.0,174.0,KBDL,41,31
258,BDO,-6.9017,107.576,Husein Sastranegara Airport,Bandung,Jawa Barat,Indonesia,12513471,Asia/Jakarta,0,Airports,BLANK,BLANK,6519.0,2430.0,WICC,6,3
259,BDP,26.5667,88.0833,Bhadrapur,Bhadrapur,West Bengal,Nepal,2269155,Asia/Kolkata,0,Airports,BLANK,BLANK,5133.0,300.0,BLANK,1,1
260,BDQ,22.3367,73.2264,Vadodara Airport,Vadodara,Gujarat,India,12513692,Asia/Kolkata,0,Airports,BLANK,BLANK,8100.0,123.0,VABO,3,3
261,BDR,41.1636,-73.1283,Igor I Sikorsky Memorial Airport,Stratford,Connecticut,United States,12520279,America/New_York,0,Airports,BLANK,BLANK,4761.0,10.0,KBDR,0,0
262,BDS,40.6626,17.9426,Casale Airport,Brindisi,Puglia,Italy,12513811,Europe/Rome,0,Airports,BLANK,BLANK,8622.0,48.0,LIBR,17,19
263,BDU,69.0589,18.539,Bardufoss Airport,Bardufoss,Troms Fylke,Norway,12515103,Europe/Oslo,+47 77 83 02 00,Airports,BLANK,BLANK,2443.0,252.0,ENDU,1,1
264,BEB,57.4756,-7.37041,Benbecula Airport,Balivanich,Scotland,United Kingdom,22453706,Europe/London,0,Airports,BLANK,BLANK,6017.0,19.0,BLANK,3,3
265,BEG,44.8192,20.3122,Surcin Airport,Surčin,Beograd,Serbia,12517583,Europe/Belgrade,+381 11 209 4000,Airports,BLANK,http://www.beg.aero,11155.0,335.0,LYBE,41,22
266,BEL,-1.3844,-48.4783,Val de Caes International Airport,Belem,Para,Brazil,12511369,America/Belem,0,Airports,BLANK,BLANK,8202.0,52.0,SBBE,12,7
267,BEN,35.6425,-87.1192,Benina Intl,Benghazi,Banghazi,Libya,1352831,Africa/Tripoli,0,Airports,BLANK,BLANK,11800.0,433.0,HLLB,15,6
268,BES,48.4458,-4.41511,Guipavas Airport,Guipavas,Brittany,France,12523072,Europe/Paris,0,Airports,BLANK,BLANK,8202.0,325.0,LFRB,14,9
269,BET,60.7788,-161.847,Bethel Airport,Bethel,Alaska,United States,12518815,America/Nome,0,Airports,BLANK,BLANK,6399.0,131.0,PABE,29,11
270,BEU,-24.3544,139.463,Bedourie Aerodrome,Bedourie,Queensland,Australia,12510603,Australia/Lindeman,0,Airports,BLANK,BLANK,3478.0,300.0,BLANK,2,1
271,BEW,-19.7958,34.9089,Beira Airport,Beira,Sofala,Mozambique,12515014,Africa/Maputo,0,Airports,BLANK,BLANK,7874.0,33.0,FQBR,7,3
272,BEY,33.825,35.4925,Beirut International Airport,Beirut,Jabal Lubnan,Lebanon,23388329,Asia/Beirut,0,Airports,BLANK,http://www.beirutairport.gov.lb/indexflash.html,10663.0,87.0,OLBA,51,47
273,BFD,41.7964,-78.6407,Bradford Regional Airport,Lewis Run,Pennsylvania,United States,12518914,America/New_York,0,Airports,BLANK,BLANK,6499.0,2143.0,KBFD,3,2
274,BFE,52.0,8.5,Bielefeld,Bielefeld,North-Rhine-Westphalia,Germany,20066058,Europe/Berlin,0,Airports,BLANK,BLANK,,,KBFE,4,1
275,BFF,41.8683,-103.597,William B Heilig Field Airport,Scottsbluff,Nebraska,United States,12522448,America/Denver,0,Airports,BLANK,BLANK,8280.0,3965.0,KBFF,2,3
276,BFI,47.5369,-122.304,King County International Airport-Boeing Field,Seattle,Washington,United States,12518877,America/Los_Angeles,0,Airports,BLANK,BLANK,10001.0,17.0,KBFI,6,3
277,BFL,35.4288,-119.044,Kern County-Meadows Field Airport,Bakersfield,California,United States,12520881,America/Los_Angeles,0,Airports,BLANK,BLANK,9100.0,490.0,KBFL,4,3
278,BFN,-29.0942,26.3027,J B M Hertzog Airport,Bloemfontein,Free State,South Africa,12517423,Africa/Johannesburg,0,Airports,BLANK,BLANK,,,FABL,5,2
279,BFS,54.6542,-6.225,Aldergrove Airport,Crumlin,Northern Ireland,United Kingdom,12518031,Europe/London,00 44 (0)28 9448 4848,Airports,BLANK,http://www.belfastairport.com,2780.0,267.0,EGAA,49,14
280,BFV,15.2295,103.253,Buri Ram,Buri Ram,Buriram,Thailand,28341176,Asia/Bangkok,0,Airports,BLANK,BLANK,,,BLANK,1,1
281,BGA,7.1217,-73.1883,Palonegro Airport,Bucaramanga,Santander,Colombia,12512401,America/Bogota,0,Airports,BLANK,BLANK,7415.0,3896.0,SKBG,7,7
282,BGF,4.3961,18.5203,Bangui M Poko Airport,Bangui,Bangui,Central African Republic,12512446,Africa/Bangui,0,Airports,BLANK,BLANK,8530.0,1204.0,FEFF,6,8
283,BGI,13.0719,-59.4939,Grantley Adams International Airport,Bridgetown,Christ Church,Barbados,12510833,America/Barbados,0,Airports,BLANK,BLANK,18000.0,169.0,TBPB,24,16
284,BGM,42.2082,-75.9825,Greater Binghamton Edwin A Link Field Airport,Johnson City,New York,United States,12519598,America/New_York,0,Airports,BLANK,BLANK,6298.0,1630.0,KBGM,3,8
285,BGO,60.2907,5.22065,Bergen Flesland Airport,Blomsterdalen,Hordaland Fylke,Norway,12515104,Europe/Oslo,+47 55 99 80 00,Airports,BLANK,"http://www.avinor.no/English/Airports/Bergen_Airport,_Flesland/",8038.0,165.0,ENBR,37,21
286,BGR,44.8086,-68.8167,Bangor International Airport,Bangor,Maine,United States,12518734,America/New_York,207-992-4600,Airports,BLANK,http://www.flybangor.com,11439.0,192.0,KBGR,10,7
287,BGW,33.3328,44.3639,Al Muthana Airport,Baghdad,Baghdad,Iraq,12513890,Asia/Baghdad,0,Other Airport,BLANK,BLANK,9843.0,112.0,BLANK,3,3
288,BGY,45.6664,9.699,Orio Al Serio Airport,Grassobbio,Lombardy,Italy,22309691,Europe/Rome,035311258,Airports,BLANK,http://www.sacbo.it/,9186.0,779.0,LIME,70,19
289,BHB,44.4461,-68.3615,Hancock County-Bar Harbor Airport,Ellsworth,Maine,United States,12520074,America/New_York,0,Airports,BLANK,BLANK,5196.0,84.0,KBHB,2,1
290,BHD,54.6151,-5.87096,George Best Belfast City Airport,Belfast,Northern Ireland,United Kingdom,23387943,Europe/London,0,Airports,BLANK,BLANK,6000.0,15.0,EGAC,24,24
291,BHE,-41.52,173.87,Woodbourne Airport,Blenheim,Marlborough,New Zealand,12515181,Pacific/Auckland,0,Airports,BLANK,BLANK,4675.0,118.0,NZWB,3,1
292,BHG,15.7636,-84.551,Brus Laguna Airport,Brus Laguna,Gracias a Dios,Honduras,12524352,America/Tegucigalpa,0,Airports,BLANK,BLANK,3280.0,10.0,BLANK,2,1
293,BHH,19.9817,42.6267,Bisha Airport,Bisha,BLANK,Saudi Arabia,12517332,Asia/Riyadh,0,Airports,BLANK,BLANK,10007.0,3829.0,BLANK,2,1
294,BHI,-38.7261,-62.1539,Bahia Blanca Cte Espora Naval Air Base,Punta Alta,Buenos Aires,Argentina,12510461,America/Buenos_Aires,0,Airports,BLANK,BLANK,8365.0,246.0,BLANK,1,1
295,BHJ,23.2875,69.6706,Bhuj Airport,Bhuj,Gujarat,India,12513554,Asia/Kolkata,0,Airports,BLANK,BLANK,8317.0,268.0,VABJ,1,2
296,BHK,39.7948,64.4895,Bukhara Airport,Bukhara,Bukhoro,Uzbekistan,12522588,Asia/Samarkand,0,Airports,BLANK,BLANK,,,UTSB,4,4
297,BHM,33.5604,-86.7492,Birmingham International Airport,Birmingham,Alabama,United States,12518836,America/Chicago,0,Airports,BLANK,BLANK,10000.0,644.0,KBHM,34,24
298,BHO,23.2844,77.3383,Bairagarh Airport,Bhopal,Madhya Pradesh,India,12513540,Asia/Kolkata,0,Airports,BLANK,BLANK,6017.0,1716.0,VABP,4,2
299,BHQ,-32.0031,141.466,Broken Hill Airport,Broken Hill,New South Wales,Australia,12510619,Australia/Melbourne,0,Airports,BLANK,BLANK,8251.0,946.0,YBHI,3,1
300,BHR,25.9173,50.6071,Bharatpur,Bharatpur,Central,Nepal,2269055,Asia/Katmandu,0,Airports,BLANK,BLANK,3800.0,600.0,BLANK,1,1
